epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,247.402,0.71444,0.53178,0.99405,0.51034,0.47044,0.43614,0.17524,2.06889,2.18623,1.96915,0.000120393,0.000120393,0.000120393
187,248.778,0.74232,0.5652,0.99888,0.50629,0.45873,0.43369,0.17258,2.06639,2.19351,1.96701,0.00011332,0.00011332,0.00011332
188,250.26,0.72905,0.54743,0.97377,0.47089,0.44683,0.43426,0.17396,2.06472,2.20491,1.9564,0.000106246,0.000106246,0.000106246
189,251.743,0.76084,0.62698,1.01593,0.47089,0.44683,0.43426,0.17396,2.06472,2.20491,1.9564,9.91726e-05,9.91726e-05,9.91726e-05
190,253.208,0.73317,0.54872,0.96348,0.54538,0.42784,0.43045,0.17137,2.07491,2.19373,1.9713,9.20991e-05,9.20991e-05,9.20991e-05
191,264.309,0.74933,0.5498,0.99837,0.58294,0.41521,0.431,0.17271,2.07201,2.20116,1.97079,8.50255e-05,8.50255e-05,8.50255e-05
192,265.703,0.69181,0.56778,0.9826,0.53245,0.45295,0.43642,0.17872,2.06822,2.199,1.96806,7.7952e-05,7.7952e-05,7.7952e-05
193,267.045,0.64648,0.47237,0.9321,0.53245,0.45295,0.43642,0.17872,2.06822,2.199,1.96806,7.08784e-05,7.08784e-05,7.08784e-05
194,268.328,0.6695,0.51345,0.98154,0.52344,0.45379,0.43544,0.18219,2.06914,2.20941,1.96518,6.38049e-05,6.38049e-05,6.38049e-05
195,269.594,0.64543,0.48515,0.92203,0.52311,0.4534,0.43448,0.18113,2.07062,2.22035,1.96074,5.67313e-05,5.67313e-05,5.67313e-05
196,270.868,0.66977,0.49587,0.9703,0.57245,0.40159,0.43113,0.17972,2.07253,2.24213,1.96075,4.96578e-05,4.96578e-05,4.96578e-05
197,272.141,0.72296,0.52875,0.9913,0.57245,0.40159,0.43113,0.17972,2.07253,2.24213,1.96075,4.25842e-05,4.25842e-05,4.25842e-05
198,273.433,0.67692,0.46889,0.93969,0.58356,0.40159,0.42867,0.17854,2.06917,2.23134,1.95857,3.55107e-05,3.55107e-05,3.55107e-05
199,274.74,0.68127,0.52271,0.95678,0.57765,0.40159,0.42941,0.17989,2.06984,2.2252,1.96203,2.84371e-05,2.84371e-05,2.84371e-05
